user,task_id,photo_id,photo_type,segment_num,segment_type,segment_value
conduser22,d0f057b9_2b47_4fb0_a620_774398d2760f,1016540,ДС,10,Порода,Песчаник
conduser22,d0f057b9_2b47_4fb0_a620_774398d2760f,1016540,ДС,11,Разрушенность,Разлом
conduser22,d0f057b9_2b47_4fb0_a620_774398d2760f,1016540,ДС,12,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,0,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,1,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,2,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,3,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,4,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,5,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,6,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,7,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,8,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,9,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,10,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,11,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,12,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,13,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,14,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,15,Порода,Песчаник
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,16,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,17,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,18,Разрушенность,Разлом
conduser24,438518e4_1b4a_4a3d_9f90_0d5bc35b8c30,1006650,ДС,19,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,0,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,1,Разрушенность,Проба
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,2,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,3,Разрушенность,Разлом
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,4,Разрушенность,Разлом
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,5,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,6,Разрушенность,Разлом
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,7,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,8,Разрушенность,Разлом
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,9,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,10,Разрушенность,Проба
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,11,Порода,Песчаник
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,12,Разрушенность,Разлом
conduser24,43b55e45_8c57_4620_8224_e7ba7100c523,1011838,ДС,13,Порода,Песчаник глинистый
conduser24,55622197_7913_477f_92b7_a87a815545c7,1008156,ДС,0,Порода,Песчаник
conduser24,55622197_7913_477f_92b7_a87a815545c7,1008156,ДС,1,Разрушенность,Разлом
conduser24,55622197_7913_477f_92b7_a87a815545c7,1008156,ДС,2,Порода,Песчаник
conduser24,55622197_7913_477f_92b7_a87a815545c7,1008156,ДС,3,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,0,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,1,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,2,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,3,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,4,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,5,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,6,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,7,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,8,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,9,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,10,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,11,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,12,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,13,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,14,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,15,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,16,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,17,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,18,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,19,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,20,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,21,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,22,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,23,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,24,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,25,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,26,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,27,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,28,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,29,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,30,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,31,Порода,Песчаник
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,32,Разрушенность,Разлом
conduser24,67bd69ff_068f_4b25_ad92_d0f399376aae,1016804,ДС,33,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,0,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,1,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,2,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,3,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,4,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,5,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,6,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,7,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,8,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,9,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,10,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,11,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,12,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,13,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,14,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,15,Порода,Песчаник
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,16,Разрушенность,Разлом
conduser24,967f5fd2_6ee3_42e0_9cbb_7dc656f83323,1005824,ДС,17,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,0,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,1,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,2,Разрушенность,Проба
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,3,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,4,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,5,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,6,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,7,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,8,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,9,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,10,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,11,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,12,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,13,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,14,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,15,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,16,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,17,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,18,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,19,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,20,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,21,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,22,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,23,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,24,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,25,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,26,Порода,Песчаник
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,27,Разрушенность,Разлом
conduser24,b5f2d31d_070d_4716_9b67_c0fd6dcb4cf8,1015240,ДС,28,Разрушенность,Разлом
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,0,Разрушенность,Разлом
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,1,Порода,Песчаник
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,2,Разрушенность,Разлом
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,3,Порода,Песчаник
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,4,Разрушенность,Разлом
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,5,Разрушенность,Разлом
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,6,Порода,Песчаник
conduser24,b6c1b96b_07ca_4567_9bcb_5a2d2ffdd683,1004018,ДС,7,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,0,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,1,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,2,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,3,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,4,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,5,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,6,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,7,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,8,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,9,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,10,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,11,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,12,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,13,Порода,Песчаник
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,14,Разрушенность,Разлом
conduser24,bf6b58cf_478f_44d3_a957_35657bf2489b,1008100,ДС,15,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,0,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,1,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,2,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,3,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,4,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,5,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,6,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,7,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,8,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,9,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,10,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,11,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,12,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,13,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,14,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,15,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,16,Порода,Песчаник
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,17,Разрушенность,Разлом
conduser24,c7b6c9b4_0c5d_4ce4_bfb6_f351c6d4a2c0,1011672,ДС,18,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,0,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,1,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,2,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,3,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,4,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,5,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,6,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,7,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,8,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,9,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,10,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,11,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,12,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,13,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,14,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,15,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,16,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,17,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,18,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,19,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,20,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,21,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,22,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,23,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,24,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,25,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,26,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,27,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,28,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,29,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,30,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,31,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,32,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,33,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,34,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,35,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,36,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,37,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,38,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,39,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,40,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,41,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,42,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,43,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,44,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,45,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,46,Порода,Песчаник
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,47,Разрушенность,Разлом
conduser24,d10d5432_5e1f_4711_8c0c_e4cc7b60fdc8,1005962,ДС,48,Порода,Песчаник
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,0,Разрушенность,Разлом
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,1,Порода,Песчаник
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,2,Порода,Песчаник
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,3,Разрушенность,Разлом
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,4,Порода,Песчаник
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,5,Разрушенность,Разлом
conduser24,d2c5ca2c_cc97_4731_b4d3_4653ffa3c2f2,1002862,ДС,6,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,0,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,1,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,2,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,3,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,4,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,5,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,6,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,7,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,8,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,9,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,10,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,11,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,12,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,13,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,14,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,15,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,16,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,17,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,18,Порода,Песчаник
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,19,Разрушенность,Разлом
conduser24,dd389db2_1913_4229_a930_feb8ff1c4d9d,1004558,ДС,20,Порода,Песчаник
conduser24,e427caf1_24df_4ca2_bd82_9755b5a5d7de,1002518,ДС,0,Порода,Песчаник
conduser24,e427caf1_24df_4ca2_bd82_9755b5a5d7de,1002518,ДС,1,Разрушенность,Разлом
conduser24,e427caf1_24df_4ca2_bd82_9755b5a5d7de,1002518,ДС,2,Порода,Песчаник
conduser24,e427caf1_24df_4ca2_bd82_9755b5a5d7de,1002518,ДС,3,Разрушенность,Разлом
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,0,Порода,Аргиллит
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,1,Разрушенность,Разлом
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,2,Разрушенность,Разлом
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,3,Разрушенность,Разлом
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,4,Разрушенность,Разлом
conduser21,0bb95424_c3e6_497d_a5d6_0c678958bfae,1005962,ДС,5,Разрушенность,Разлом
